creditor,Concept,debtor,Data Source,Unit,Scale,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Cyprus,Portfolio Investment Total Assets (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,56403200,6292200,0,0,0,0,0,0,0,0,0,0,56.4,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,Portfolio Investment Total Assets (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,18868191.69,29780778.16,24778592.71,78542896.63,58945681.19,113552474.3,41934240.6,160122081.2,254979820.5,276331438,112915679,118117077.3,18.9,29.8,24.8,78.5,58.9,113.6,41.9,160.1,255.0,276.3,112.9,118.1
Cyprus,Portfolio Investment Total Assets (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,Portfolio Investment Total Assets (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,607971.4,10970274.38,18450533.43,21905001.32,19608804.78,22134959.97,17760886.5,16700400,107329915,1359610.224,1271951.574,1546253.678,0.6,11.0,18.5,21.9,19.6,22.1,17.8,16.7,107.3,1.4,1.3,1.5
Cyprus,Portfolio Investment Total Assets (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,4105887.864,11890737.72,16021810.3,32966756.35,28349717.15,35277033.79,32096196.3,30057588.68,88383479.43,22790227.2,41940899,0,4.1,11.9,16.0,33.0,28.3,35.3,32.1,30.1,88.4,22.8,41.9,0.0
Cyprus,Portfolio Investment Total Assets (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,25151123.17,27830701.85,123786323.2,125790020.2,131504735.5,70279653.95,53204638.2,278912479.3,801062370.2,917083739.9,347344691.8,220257922.9,25.2,27.8,123.8,125.8,131.5,70.3,53.2,278.9,801.1,917.1,347.3,220.3
Cyprus,Portfolio Investment Total Assets (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,1263000,942490.1119,2005490,3029100,6272308.959,0,0,0,0,0,0.0,0.0,1.3,0.9,2.0,3.0,6.3,0.0,0.0,0.0,0.0,0.0
Estonia,Portfolio Investment Total Assets (BPM5),Austria,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,22641137.24,51790391.26,56085611.14,49690090.75,182972028.5,129609991.8,379387490.4,243669632.2,182231507.6,107679301.8,168207000,164925000,22.6,51.8,56.1,49.7,183.0,129.6,379.4,243.7,182.2,107.7,168.2,164.9
Estonia,Portfolio Investment Total Assets (BPM5),Belgium,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,105584.4449,4203958.116,100325554.4,64509942.38,149766273.8,228164082.9,164595514.3,64834491.95,176893413,275218390,181146000,158328000,0.1,4.2,100.3,64.5,149.8,228.2,164.6,64.8,176.9,275.2,181.1,158.3
Estonia,Portfolio Investment Total Assets (BPM5),Cyprus,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,963752.9793,3142728.21,2789619.13,5521685.854,24659563.37,55930514.56,17109102.04,6902708.623,10076255.05,16820700,6597000,0.0,1.0,3.1,2.8,5.5,24.7,55.9,17.1,6.9,10.1,16.8,6.6
Estonia,Portfolio Investment Total Assets (BPM5),Estonia,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,Portfolio Investment Total Assets (BPM5),Finland,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,41037983.27,82465051.82,164147111.9,191786315.2,187207842.3,293979026.7,580361339.3,350826639.8,488251589.9,430973383.3,395933400,461790000,41.0,82.5,164.1,191.8,187.2,294.0,580.4,350.8,488.3,431.0,395.9,461.8
Estonia,Portfolio Investment Total Assets (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,664763.735,30886358.16,72766245.49,157177602.8,158464820.1,399686916.1,629241789,511382055.3,834399418.3,881501532.8,793160700,589771800,0.7,30.9,72.8,157.2,158.5,399.7,629.2,511.4,834.4,881.5,793.2,589.8
