creditor,Concept,debtor,Data Source,Unit,Scale,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Estonia,Portfolio Investment Total Banks Assets (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,72458400,13194000,0,0,0,0,0,0,0,0,0,0,72.4584,13.194
Finland,Portfolio Investment Total Banks Assets (BPM5),Austria,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,135065220,275280410,310744777,396838440,722241702,550932279,783686400,1229771670,1584186465,620271630.7,0,0,135.06522,275.28041,310.744777,396.83844,722.241702,550.932279,783.6864,1229.77167,1584.186465,620.2716307
Finland,Portfolio Investment Total Banks Assets (BPM5),Belgium,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,221052186,311101740,388016118,440292129,730384200,856236960,592864980,602428165.3,0,0,0,0,221.052186,311.10174,388.016118,440.292129,730.3842,856.23696,592.86498,602.4281653
Finland,Portfolio Investment Total Banks Assets (BPM5),Cyprus,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,Portfolio Investment Total Banks Assets (BPM5),Estonia,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,80513731,94387797,182022570,83011719,52550592,0,16734640.09,17428833,17984754.79,0,0,0,80.513731,94.387797,182.02257,83.011719,52.550592,0,16.73464009,17.428833,17.98475479
Finland,Portfolio Investment Total Banks Assets (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,848634960,1533928915,1402639706,2302234530,3087876960,1993457163,3476167800,8987521716,10119009645,4521059236,0,0,848.63496,1533.928915,1402.639706,2302.23453,3087.87696,1993.457163,3476.1678,8987.521716,10119.00965,4521.059236
Finland,Portfolio Investment Total Banks Assets (BPM5),Germany,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,2260770000,2880133208,2351885311,4289073900,3741401034,2187334890,3757084800,9436190952,7840490562,6992207838,0,0,2260.77,2880.133208,2351.885311,4289.0739,3741.401034,2187.33489,3757.0848,9436.190952,7840.490562,6992.207838
Finland,Portfolio Investment Total Banks Assets (BPM5),Greece,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,343694232,556071600,1054074732,324691266,905399.9641,0,0,0,0,0,0,0,343.694232,556.0716,1054.074732,324.691266,0.905399964
Finland,Portfolio Investment Total Banks Assets (BPM5),Ireland,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,326561280,658044131,875337400,1644827640,1785833952,1391825253,1541442000,1520248188,1071659736,254304224,0,0,326.56128,658.044131,875.3374,1644.82764,1785.833952,1391.825253,1541.442,1520.248188,1071.659736,254.304224
Finland,Portfolio Investment Total Banks Assets (BPM5),Italy,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,732704190,1039377647,933756144,1706897850,2090278953,1725276573,1770497400,1974569550,3519162159,341359377.1,0,0,732.70419,1039.377647,933.756144,1706.89785,2090.278953,1725.276573,1770.4974,1974.56955,3519.162159,341.3593771
