debtor,Concept,creditor,Data Source,Unit,Scale,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Spain,Portfolio Investment Total Liabilities (BPM5),Belgium,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,1.16574E+11,1.9125E+11,2.16075E+11,3.03889E+11,3.58139E+11,0,0,0,0,0,0,0,116574,191250,216075,303889,358139,0,0,0,0,0
Spain,Portfolio Investment Total Liabilities (BPM5),Belgium,Coordinated Portfolio Investment Survey (CPIS),USD,Units,14576477269,16451285877,18432670803,22576730994,23545797815,33144584727,45593420433,41144438033,52068614220,42913452648,34648701150,27717691320,14576,16451,18433,22577,23546,33145,45593,41144,52069,42913,34649,27718
Spain,Portfolio Investment Total Liabilities (BPM5),Cyprus,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,1263000,942490.1119,2005490,3029100,6272308.959,0,0,0,0,0,0,0,1,1,2,3,6,0,0,0,0,0
Spain,Portfolio Investment Total Liabilities (BPM5),Cyprus,Coordinated Portfolio Investment Survey (CPIS),USD,Units,25151123.17,27830701.85,123786323.2,125790020.2,131504735.5,70279653.95,53204638.2,278912479.3,801062370.2,917083739.9,347344691.8,220257922.9,25,28,124,126,132,70,53,279,801,917,347,220
Spain,Portfolio Investment Total Liabilities (BPM5),Estonia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,1515600,1669042.425,1887520,6321600,798886.5885,0,0,0,0,0,0,0,2,2,2,6,1,0,0,0,0,0
Spain,Portfolio Investment Total Liabilities (BPM5),Estonia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,661739.1071,322331.0985,5579238.26,5597325.386,21293070.07,62040570.77,13417137.92,176985449.1,141323746.7,78927900,89719200,0,1,0,6,6,21,62,13,177,141,79,90
Spain,Portfolio Investment Total Liabilities (BPM5),Finland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,131604600,192078306.3,108768340,209403000,284650033,0,0,0,0,0,0,0,132,192,109,209,285,0,0,0,0,0
Spain,Portfolio Investment Total Liabilities (BPM5),Finland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,2644781300,3303405000,5939206980,9487680308,9120237106,12170449680,11262610191,7735667031,7501204200,6827710927,5817555576,5473845124,2645,3303,5939,9488,9120,12170,11263,7736,7501,6828,5818,5474
Spain,Portfolio Investment Total Liabilities (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,59650479600,83727228063,91138313350,1.2479E+11,1.41074E+11,0,0,0,0,0,0,0,59650,83727,91138,124790,141074,0,0,0,0,0
Spain,Portfolio Investment Total Liabilities (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),USD,Units,42547401400,66382919740,1.08277E+11,1.39355E+11,1.6766E+11,2.08102E+11,2.52198E+11,2.34122E+11,2.84813E+11,2.54125E+11,1.95969E+11,1.85996E+11,42547,66383,108277,139355,167660,208102,252198,234122,284813,254125,195969,185996
Spain,Portfolio Investment Total Liabilities (BPM5),Germany,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,41260694400,60618091617,58182921970,1.04967E+11,1.55564E+11,0,0,0,0,0,0,0,41261,60618,58183,104967,155564,0,0,0,0,0
Spain,Portfolio Investment Total Liabilities (BPM5),Germany,Coordinated Portfolio Investment Survey (CPIS),USD,Units,39227544300,49028822400,78381780000,1.20253E+11,1.39456E+11,2.20753E+11,2.68468E+11,2.22025E+11,2.30346E+11,1.8691E+11,1.63712E+11,1.51978E+11,39228,49029,78382,120253,139456,220753,268468,222025,230346,186910,163712,151978
Spain,Portfolio Investment Total Liabilities (BPM5),Greece,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,58982100,24463897.62,126227900,289213200,756222130.4,0,0,0,0,0,0,0,59,24,126,289,756,0,0,0,0,0
Spain,Portfolio Investment Total Liabilities (BPM5),Greece,Coordinated Portfolio Investment Survey (CPIS),USD,Units,145400000,159402400,113670000,208401300,581592100,960093000,1798906200,734817600,619458000,619996800,530499000,337766400,145,159,114,208,582,960,1799,735,619,620,530,338
Spain,Portfolio Investment Total Liabilities (BPM5),Ireland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,3659921400,5172724012,6070972140,9080319900,10519977376,0,0,0,0,0,0,0,3660,5173,6071,9080,10520,0,0,0,0,0
Spain,Portfolio Investment Total Liabilities (BPM5),Ireland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,13554394000,21816540446,27661414747,43303883200,50302408000,75849981000,79521369900,68759721900,72924612600,48280914600,37664135100,39352424400,13554,21817,27661,43304,50302,75850,79521,68760,72925,48281,37664,39352
Spain,Portfolio Investment Total Liabilities (BPM5),Italy,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,5907303600,7120168222,7219292120,12588807900,9237855591,0,0,0,0,0,0,0,5907,7120,7219,12589,9238,0,0,0,0,0
Spain,Portfolio Investment Total Liabilities (BPM5),Italy,Coordinated Portfolio Investment Survey (CPIS),USD,Units,11644701591,11728660800,15749610000,20694385300,24181033787,33308331142,36045972160,32650866556,41289950697,24981746344,46429081809,45241829350,11645,11729,15750,20694,24181,33308,36046,32651,41290,24982,46429,45242
Spain,Portfolio Investment Total Liabilities (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,252600,209907.7826,589850,790200,1400819.446,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Spain,Portfolio Investment Total Liabilities (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,465682.8358,4597039.256,10123547.47,4007098.16,16446728.97,12963235.29,10438173.26,0,0,0,0,0,0,5,10,4,16,13,10
Spain,Portfolio Investment Total Liabilities (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,1.13292E+11,1.67406E+11,1.94209E+11,2.53974E+11,2.95374E+11,0,0,0,0,0,0,0,113292,167406,194209,253974,295374,0,0,0,0,0
Spain,Portfolio Investment Total Liabilities (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),USD,Units,23763350750,23489925259,33585672201,59846575326,74683173032,97850359469,1.18054E+11,82277281272,99337458994,76886110348,61196631580,66265052093,23763,23490,33586,59847,74683,97850,118054,82277,99337,76886,61197,66265
Spain,Portfolio Investment Total Liabilities (BPM5),Malta,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,631500,1138771.446,589850,131700,673341413.5,0,0,0,0,0,0,0,1,1,1,0,673,0,0,0,0,0
Spain,Portfolio Investment Total Liabilities (BPM5),Malta,Coordinated Portfolio Investment Survey (CPIS),USD,Units,26850469.8,19056240,47883080,71171070.3,48367700,52284900,263638389,350925505.2,512092963.2,706497310.4,594082798.7,372730500,27,19,48,71,48,52,264,351,512,706,594,373
Spain,Portfolio Investment Total Liabilities (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,12796337100,16548613267,18652118730,30873772500,41443245876,0,0,0,0,0,0,0,12796,16549,18652,30874,41443,0,0,0,0,0
Spain,Portfolio Investment Total Liabilities (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),USD,Units,16679483800,28462766700,28581690000,45596297500,50873382800,64047027000,82583337900,67111949100,72702760200,58083277800,56273004900,53178417000,16679,28463,28582,45596,50873,64047,82583,67112,72703,58083,56273,53178
Spain,Portfolio Investment Total Liabilities (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,5243597100,5214115893,2961047000,3871584900,5621688034,0,0,0,0,0,0,0,5244,5214,2961,3872,5622,0,0,0,0,0
Spain,Portfolio Investment Total Liabilities (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),USD,Units,2893467250,3225685834,5283425335,7981463459,11116297765,16241704950,19657054347,16309541055,20459156298,21534065580,17432015994,19504940886,2893,3226,5283,7981,11116,16242,19657,16310,20459,21534,17432,19505
Spain,Portfolio Investment Total Liabilities (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,757800,1095941.574,1415640,395100,525716.352,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
Spain,Portfolio Investment Total Liabilities (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),USD,Units,9325000,11791887.3,4844532.199,5650161.426,6466758.483,11929436.87,24573677.31,15571662.38,4480741398,4352003400,4765433700,3668063940,9,12,5,6,6,12,25,16,4481,4352,4765,3668
Spain,Portfolio Investment Total Liabilities (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,2147100,2601868.437,117970,131700,14724344.61,0,0,0,0,0,0,0,2,3,0,0,15,0,0,0,0,0
Spain,Portfolio Investment Total Liabilities (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,950261000.8,618238745.1,332399651.9,232851670.2,0,0,0,0,0,0,0,0,950,618,332,233
Spain,Portfolio Investment Total Liabilities (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Portfolio Investment Total Liabilities (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
